headphoneName,batteryLabel,batteryScore,comfortLabel,comfortScore,noisecancellationLabel,noisecancellationScore,soundqualityLabel,soundqualityScore,region,ratingScore,priceValue,priceCurrency,listPriceValue,listPriceCurrency
sony xm4 earbuds,Negative,0.978809416294098,,0.0,,0.0,,0.0,US,3.0,164.97,USD,,USD
sony xm4 earbuds,Negative,0.5594323873519897,Negative,0.5230860710144043,Negative,0.6181720495223999,Negative,0.5646589994430542,US,3.0,164.97,USD,,USD
sony xm4 earbuds,,0.0,,0.0,Negative,0.5958176255226135,Positive,0.7265885472297668,US,3.0,164.97,USD,,USD
sony xm4 earbuds,Positive,0.7338886857032776,Negative,0.5866468548774719,Positive,0.588357150554657,Positive,0.7575812935829163,US,3.0,164.97,USD,,USD
sony xm4 earbuds,,0.0,,0.0,,0.0,,0.0,US,3.0,164.97,USD,,USD
sony xm4 earbuds,,0.0,,0.0,,0.0,,0.0,US,3.0,164.97,USD,,USD
sony xm4 earbuds,Positive,0.5401845574378967,Positive,0.5471534729003906,,0.0,Positive,0.6069153547286987,US,4.0,164.97,USD,,USD
sony xm4 earbuds,Positive,0.6530054807662964,Positive,0.669719398021698,Positive,0.6477950811386108,Positive,0.6554250717163086,US,4.0,164.97,USD,,USD
sony xm4 earbuds,Positive,0.6159763336181641,Positive,0.6179118156433105,,0.0,,0.0,US,4.0,164.97,USD,,USD
sony xm4 earbuds,Positive,0.5113606452941895,,0.0,Positive,0.51120924949646,Positive,0.5144293904304504,US,4.0,164.97,USD,,USD
sony xm4 earbuds,Negative,0.4892948567867279,Positive,0.4941284954547882,Negative,0.4909113049507141,Negative,0.4772316515445709,US,4.0,164.97,USD,,USD
sony xm4 earbuds,Negative,0.74285888671875,Negative,0.768453061580658,Negative,0.6994296312332153,Negative,0.7307714819908142,US,4.0,164.97,USD,,USD
sony xm4 earbuds,Positive,0.9281569123268129,,0.0,Positive,0.7626214623451233,,0.0,US,4.0,164.97,USD,,USD
sony xm4 earbuds,Positive,0.751305878162384,Positive,0.7451347708702087,Positive,0.6251922249794006,Positive,0.8226040601730347,US,4.0,164.97,USD,,USD
sony xm4 earbuds,Positive,0.514635443687439,,0.0,,0.0,Positive,0.9738078713417052,US,4.0,164.97,USD,,USD
sony xm4 earbuds,,0.0,Positive,0.6248387098312378,Positive,0.5815070867538452,Positive,0.6446992754936218,US,4.0,164.97,USD,,USD
sony xm4 earbuds,Negative,0.9100986123085022,Negative,0.9111012816429138,Negative,0.9147359728813172,Negative,0.9098870158195496,US,2.0,164.97,USD,,USD
sony xm4 earbuds,,0.0,Negative,0.9303509593009948,Negative,0.9293879270553588,,0.0,US,2.0,164.97,USD,,USD
sony xm4 earbuds,,0.0,,0.0,Negative,0.7952494025230408,,0.0,US,2.0,164.97,USD,,USD
sony xm4 earbuds,,0.0,Negative,0.6179179549217224,,0.0,Negative,0.6729744672775269,US,2.0,164.97,USD,,USD
sony xm4 earbuds,Negative,0.9177173972129822,Negative,0.927377700805664,Negative,0.9145100712776184,,0.0,US,2.0,164.97,USD,,USD
sony xm4 earbuds,,0.0,,0.0,,0.0,,0.0,US,2.0,164.97,USD,,USD
sony xm4 earbuds,,0.0,Negative,0.638515293598175,Negative,0.7037004232406616,,0.0,US,2.0,164.97,USD,,USD
sony xm4 earbuds,Negative,0.8703763484954834,,0.0,Negative,0.9232572317123412,,0.0,US,2.0,164.97,USD,,USD
sony xm4 earbuds,Negative,0.6232796311378479,,0.0,Positive,0.9388407468795776,Positive,0.9340585470199584,US,2.0,164.97,USD,,USD
sony xm4 earbuds,Negative,0.9691866636276244,,0.0,,0.0,,0.0,US,2.0,164.97,USD,,USD
Galaxy Buds2 Pro,Positive,0.8080567717552185,Positive,0.8333995938301086,Positive,0.8209220170974731,Positive,0.8200616836547852,US,5.0,110.0,USD,,USD
Galaxy Buds2 Pro,Positive,0.9417638778686525,,0.0,Positive,0.9468816518783568,Positive,0.9479025602340698,US,5.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,5.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,Positive,0.7182292342185974,Positive,0.990649402141571,US,5.0,110.0,USD,,USD
Galaxy Buds2 Pro,Positive,0.5912675857543945,,0.0,,0.0,Positive,0.7086032032966614,US,5.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,Positive,0.9876282215118408,,0.0,US,5.0,110.0,USD,,USD
Galaxy Buds2 Pro,Positive,0.8992384672164917,,0.0,,0.0,,0.0,US,5.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,Positive,0.9889660477638244,Positive,0.6615104079246521,,0.0,US,5.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,5.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,Positive,0.8996761441230774,,0.0,,0.0,US,5.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,Negative,0.4807920157909393,Positive,0.6076388359069824,US,2.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,2.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,Negative,0.9680419564247132,,0.0,,0.0,US,2.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,2.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,Negative,0.7004821300506592,Positive,0.8323100209236145,US,2.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,Positive,0.7849933505058289,,0.0,US,2.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,Negative,0.6574811935424805,US,2.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,2.0,110.0,USD,,USD
Galaxy Buds2 Pro,Negative,0.9623690247535706,,0.0,Negative,0.9790467023849488,,0.0,US,2.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,2.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,Positive,0.9051457047462464,Negative,0.9300702810287476,US,3.0,110.0,USD,,USD
Galaxy Buds2 Pro,Negative,0.8596862554550171,Positive,0.7641876935958862,,0.0,,0.0,US,3.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,3.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,Negative,0.9324026107788086,,0.0,US,3.0,110.0,USD,,USD
Galaxy Buds2 Pro,Negative,0.953813135623932,,0.0,,0.0,Negative,0.7283621430397034,US,3.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,3.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,3.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,Negative,0.9952864050865172,,0.0,US,3.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,Negative,0.995252013206482,Positive,0.9725074172019958,Positive,0.994481325149536,US,3.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,3.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,1.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,1.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,Positive,0.9863939881324768,,0.0,US,1.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,1.0,110.0,USD,,USD
Galaxy Buds2 Pro,Negative,0.973011076450348,Negative,0.9675101637840272,,0.0,Negative,0.9807711243629456,US,1.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,1.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,Negative,0.9914789795875548,,0.0,,0.0,US,1.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,1.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,1.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,Negative,0.8749172687530518,US,1.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,Positive,0.6741032600402832,US,4.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,Negative,0.4855258166790008,Positive,0.5513550639152527,US,4.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,Positive,0.9325504302978516,,0.0,US,4.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,4.0,110.0,USD,,USD
Galaxy Buds2 Pro,Negative,0.7241185307502747,,0.0,,0.0,,0.0,US,4.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,Positive,0.9758392572402954,US,4.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,Positive,0.566696286201477,Negative,0.8662169575691223,,0.0,US,4.0,110.0,USD,,USD
Galaxy Buds2 Pro,Negative,0.8371202349662781,Negative,0.7188701629638672,Positive,0.7373620271682739,,0.0,US,4.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,4.0,110.0,USD,,USD
Galaxy Buds2 Pro,,0.0,,0.0,,0.0,,0.0,US,4.0,110.0,USD,,USD
Sennheiser MTW3,,0.0,,0.0,,0.0,,0.0,US,1.0,,USD,,USD
Sennheiser MTW3,,0.0,Positive,0.6632487177848816,,0.0,,0.0,US,1.0,,USD,,USD
Sennheiser MTW3,,0.0,,0.0,,0.0,,0.0,US,1.0,,USD,,USD
Sennheiser MTW3,Positive,0.5128731727600098,,0.0,Negative,0.8024545311927795,,0.0,US,1.0,,USD,,USD
Sennheiser MTW3,,0.0,,0.0,,0.0,Positive,0.7644268274307251,US,1.0,,USD,,USD
Sennheiser MTW3,,0.0,,0.0,,0.0,Negative,0.8031853437423706,US,1.0,,USD,,USD
Sennheiser MTW3,,0.0,,0.0,,0.0,,0.0,US,1.0,,USD,,USD
Sennheiser MTW3,,0.0,,0.0,,0.0,,0.0,US,1.0,,USD,,USD
Sennheiser MTW3,,0.0,Negative,0.8152092695236206,Negative,0.5028419494628906,,0.0,US,1.0,,USD,,USD
Sennheiser MTW3,,0.0,Negative,0.9908728003501892,Negative,0.990508198738098,,0.0,US,1.0,,USD,,USD
Sennheiser MTW3,Negative,0.8689778447151184,Negative,0.8873897790908813,,0.0,,0.0,US,4.0,,USD,,USD
Sennheiser MTW3,,0.0,Positive,0.8057384490966797,,0.0,Positive,0.7723519802093506,US,4.0,,USD,,USD
Sennheiser MTW3,,0.0,Positive,0.6388434171676636,Positive,0.7572497725486755,Positive,0.6861785054206848,US,4.0,,USD,,USD
Sennheiser MTW3,Negative,0.8970867395401001,Negative,0.867107629776001,Negative,0.8736780881881714,,0.0,US,4.0,,USD,,USD
Sennheiser MTW3,Negative,0.5428717136383057,,0.0,,0.0,Positive,0.773423433303833,US,4.0,,USD,,USD
Sennheiser MTW3,,0.0,Positive,0.6681024432182312,Positive,0.8043549656867981,Positive,0.8579320311546326,US,4.0,,USD,,USD
Sennheiser MTW3,,0.0,,0.0,,0.0,,0.0,US,4.0,,USD,,USD
Sennheiser MTW3,Positive,0.8414223194122314,Positive,0.86026531457901,Positive,0.7688851952552795,,0.0,US,4.0,,USD,,USD
Sennheiser MTW3,,0.0,,0.0,,0.0,Negative,0.7479670643806458,US,4.0,,USD,,USD
Sennheiser MTW3,,0.0,Negative,0.554747462272644,Positive,0.5141599774360657,,0.0,US,4.0,,USD,,USD
Sennheiser MTW3,Negative,0.624071478843689,Negative,0.4632077515125274,,0.0,,0.0,US,5.0,,USD,,USD
Sennheiser MTW3,,0.0,Positive,0.8611997961997986,,0.0,Positive,0.8695206046104431,US,5.0,,USD,,USD
Sennheiser MTW3,,0.0,,0.0,,0.0,Positive,0.613231360912323,US,5.0,,USD,,USD
Sennheiser MTW3,,0.0,Positive,0.8022664785385132,Positive,0.7014011740684509,,0.0,US,5.0,,USD,,USD
Sennheiser MTW3,Positive,0.8224326968193054,Positive,0.8279168009757996,Positive,0.8227167129516602,Positive,0.8246234059333801,US,5.0,,USD,,USD
Sennheiser MTW3,Positive,0.8045668005943298,Positive,0.832901656627655,Positive,0.8188979625701904,,0.0,US,5.0,,USD,,USD
Sennheiser MTW3,Positive,0.9442230463027954,Positive,0.9391982555389404,Positive,0.933565616607666,Positive,0.9354442954063416,US,5.0,,USD,,USD
Sennheiser MTW3,,0.0,,0.0,,0.0,,0.0,US,5.0,,USD,,USD
Sennheiser MTW3,Positive,0.7530125379562378,,0.0,,0.0,,0.0,US,5.0,,USD,,USD
Sennheiser MTW3,,0.0,,0.0,Positive,0.851212739944458,Positive,0.7518177628517151,US,5.0,,USD,,USD
Sennheiser MTW3,Positive,0.6226349472999573,,0.0,Positive,0.5883862972259521,,0.0,US,2.0,,USD,,USD
Sennheiser MTW3,Negative,0.8899135589599609,,0.0,Negative,0.896594226360321,Negative,0.8868550062179565,US,2.0,,USD,,USD
Sennheiser MTW3,Negative,0.82340008020401,Negative,0.8019125461578369,,0.0,,0.0,US,2.0,,USD,,USD
Sennheiser MTW3,,0.0,,0.0,,0.0,Negative,0.930073380470276,US,2.0,,USD,,USD
Sennheiser MTW3,,0.0,,0.0,,0.0,Negative,0.5883949995040894,US,2.0,,USD,,USD
Sennheiser MTW3,,0.0,Positive,0.5616241693496704,,0.0,Positive,0.6709519028663635,US,2.0,,USD,,USD
Sennheiser MTW3,,0.0,Negative,0.881797730922699,Negative,0.8703909516334534,Negative,0.8274649381637573,US,2.0,,USD,,USD
Sennheiser MTW3,Negative,0.9675832390785216,Negative,0.9615319967269896,,0.0,,0.0,US,2.0,,USD,,USD
Sennheiser MTW3,,0.0,,0.0,,0.0,Negative,0.5685046315193176,US,2.0,,USD,,USD
Sennheiser MTW3,Negative,0.7841721773147583,,0.0,Negative,0.9382497668266296,Negative,0.8604413866996765,US,2.0,,USD,,USD
Sennheiser MTW3,,0.0,Positive,0.4930635094642639,Positive,0.5065734386444092,,0.0,US,3.0,,USD,,USD
Sennheiser MTW3,Positive,0.5144688487052917,Positive,0.7054272890090942,,0.0,,0.0,US,3.0,,USD,,USD
Sennheiser MTW3,,0.0,Positive,0.8643501996994019,,0.0,Positive,0.7927196025848389,US,3.0,,USD,,USD
Sennheiser MTW3,Positive,0.7297156453132629,,0.0,,0.0,,0.0,US,3.0,,USD,,USD
Sennheiser MTW3,,0.0,Negative,0.7238003611564636,,0.0,Negative,0.8133618235588074,US,3.0,,USD,,USD
Sennheiser MTW3,,0.0,,0.0,,0.0,,0.0,US,3.0,,USD,,USD
Sennheiser MTW3,,0.0,,0.0,,0.0,,0.0,US,3.0,,USD,,USD
Sennheiser MTW3,,0.0,,0.0,,0.0,Negative,0.4926842749118805,US,3.0,,USD,,USD
Sennheiser MTW3,,0.0,,0.0,,0.0,,0.0,US,3.0,,USD,,USD
Sennheiser MTW3,,0.0,,0.0,,0.0,,0.0,US,3.0,,USD,,USD
Bose Quietcomfort Earbuds 2,,0.0,,0.0,Negative,0.9028095006942748,Negative,0.897121012210846,US,2.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,,0.0,Negative,0.6365004181861877,,0.0,US,2.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Negative,0.9607999324798584,Negative,0.9439691305160522,Negative,0.8995583057403564,,0.0,US,2.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Negative,0.9248082041740416,Negative,0.9272868633270264,Negative,0.9123160243034364,Negative,0.9399815797805786,US,2.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Negative,0.8811601996421814,,0.0,Negative,0.5098093152046204,Negative,0.5584778189659119,US,2.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Negative,0.5161347985267639,,0.0,,0.0,,0.0,US,2.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,Negative,0.6408441662788391,Negative,0.6006871461868286,Negative,0.9027045965194702,US,2.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,,0.0,,0.0,Positive,0.4392096698284149,US,2.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Negative,0.822263240814209,,0.0,Negative,0.7819610238075256,Positive,0.5772425532341003,US,2.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,,0.0,Positive,0.7722495198249817,,0.0,US,2.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Negative,0.7750527262687683,Negative,0.7780146598815918,Negative,0.7981658577919006,Negative,0.7780086398124695,US,1.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Negative,0.9603485465049744,,0.0,,0.0,,0.0,US,1.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Negative,0.6538134217262268,Negative,0.676886260509491,Negative,0.7092592716217041,Negative,0.6224581599235535,US,1.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Negative,0.8195802569389343,,0.0,Negative,0.8303565382957458,Negative,0.6146473288536072,US,1.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,Positive,0.492957592010498,Positive,0.4890978932380676,Positive,0.534005880355835,US,1.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,,0.0,Negative,0.5580358505249023,,0.0,US,1.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,Negative,0.8918052315711975,,0.0,,0.0,US,1.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,,0.0,,0.0,Negative,0.8568716645240784,US,1.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Negative,0.9576998353004456,,0.0,Negative,0.8949888348579407,,0.0,US,1.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,,0.0,,0.0,,0.0,US,1.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Positive,0.769435465335846,Positive,0.9658146500587464,,0.0,Positive,0.9298836588859558,US,5.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Positive,0.5810956358909607,Positive,0.6992767453193665,Positive,0.5914324522018433,,0.0,US,5.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,Positive,0.5420598983764648,Positive,0.5093546509742737,,0.0,US,5.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,,0.0,,0.0,Positive,0.8486886024475098,US,5.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,,0.0,Positive,0.910055935382843,,0.0,US,5.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,,0.0,,0.0,,0.0,US,5.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Positive,0.9938422441482544,,0.0,,0.0,,0.0,US,5.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Positive,0.9862412214279176,,0.0,Positive,0.9919760823249816,Positive,0.9918760061264038,US,5.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,Negative,0.597213089466095,Negative,0.6109629273414612,,0.0,US,5.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,Positive,0.9305817484855652,Positive,0.8607649207115173,,0.0,US,5.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,,0.0,Negative,0.8972402811050415,,0.0,US,3.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,Positive,0.820554256439209,Negative,0.8888838887214661,,0.0,US,3.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Positive,0.5470876097679138,,0.0,Negative,0.6180806756019592,Positive,0.5156355500221252,US,3.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Negative,0.4515820443630218,Negative,0.5838450193405151,Negative,0.4935298562049866,,0.0,US,3.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,Positive,0.7984902262687683,Positive,0.8788249492645264,Positive,0.8457750082015991,US,3.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Negative,0.512847363948822,,0.0,Positive,0.5958954691886902,,0.0,US,3.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,,0.0,,0.0,,0.0,US,3.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,Negative,0.8663986921310425,,0.0,,0.0,US,3.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,Positive,0.5875295996665955,Negative,0.5855441689491272,,0.0,US,3.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,Negative,0.6778486967086792,,0.0,Negative,0.7865553498268127,US,3.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Negative,0.6528868079185486,Negative,0.6544635891914368,,0.0,Negative,0.6708380579948425,US,4.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,,0.0,Positive,0.8146124482154846,,0.0,US,4.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,Negative,0.670525074005127,Negative,0.5263662338256836,,0.0,US,4.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Positive,0.8450689911842346,,0.0,Positive,0.8568570017814636,Positive,0.9216355681419371,US,4.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,,0.0,,0.0,,0.0,US,4.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,,0.0,,0.0,,0.0,US,4.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,Positive,0.9920759201049804,,0.0,Positive,0.9931957721710204,US,4.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,,0.0,,0.0,Positive,0.5715318322181702,US,4.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,Positive,0.9075680375099182,,0.0,Negative,0.5616591572761536,Positive,0.904784858226776,US,4.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds 2,,0.0,Positive,0.9853991270065308,,0.0,,0.0,US,4.0,182.19,USD,279.0,USD
Bose Quietcomfort Earbuds,,0.0,,0.0,,0.0,,0.0,US,2.0,229.99,USD,,USD
Bose Quietcomfort Earbuds,,0.0,,0.0,Negative,0.4559706151485443,Negative,0.5781934261322021,US,2.0,229.99,USD,,USD
Bose Quietcomfort Earbuds,Negative,0.801205039024353,,0.0,Negative,0.8370282053947449,,0.0,US,2.0,229.99,USD,,USD
Bose Quietcomfort Earbuds,,0.0,Negative,0.8179908394813538,,0.0,,0.0,US,2.0,229.99,USD,,USD
Bose Quietcomfort Earbuds,,0.0,,0.0,,0.0,,0.0,US,2.0,229.99,USD,,USD
Bose Quietcomfort Earbuds,,0.0,Negative,0.94065660238266,Negative,0.93584805727005,,0.0,US,2.0,229.99,USD,,USD
Bose Quietcomfort Earbuds,Negative,0.7435566186904907,Negative,0.626301109790802,,0.0,,0.0,US,2.0,229.99,USD,,USD
Bose Quietcomfort Earbuds,,0.0,,0.0,,0.0,,0.0,US,2.0,229.99,USD,,USD
Bose Quietcomfort Earbuds,,0.0,,0.0,,0.0,,0.0,US,2.0,229.99,USD,,USD
Bose Quietcomfort Earbuds,,0.0,,0.0,Negative,0.9388489723205566,,0.0,US,2.0,229.99,USD,,USD
Bose Quietcomfort Earbuds,Negative,0.6627874374389648,Negative,0.655667781829834,Negative,0.681628942489624,Negative,0.6829920411109924,US,3.0,229.99,USD,,USD
Bose Quietcomfort Earbuds,Negative,0.804506778717041,Negative,0.8034257888793945,,0.0,,0.0,US,3.0,229.99,USD,,USD
Bose Quietcomfort Earbuds,Negative,0.8502001166343689,Negative,0.8666270971298218,Negative,0.8457316160202026,,0.0,US,3.0,229.99,USD,,USD
Bose Quietcomfort Earbuds,,0.0,Positive,0.6107978224754333,Positive,0.6450631618499756,,0.0,US,3.0,229.99,USD,,USD
